"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: DocumentEntryCDA"
"xdmDocumentEntry","xdmDocumentEntry","","","",0,*,"","","","null {[]} {[]}
"xdmDocumentEntry.legalAuthenticator[x]","xdmDocumentEntry.legalAuthenticator[x]","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/fhir/pdlgc/StructureDefinition/xdmActorPs {[]} {[]}
https://interop.esante.gouv.fr/ig/fhir/pdlgc/StructureDefinition/xdmActorPatient {[]} {[]}https://interop.esante.gouv.fr/ig/fhir/pdlgc/StructureDefinition/xdmActorSystem {[]} {[]}","Cette métadonnée représente l'acteur prenant la responsabilité du contenu médical du document","XCN","","","","","","","","","",,,,,"",,,,"xdmDocumentEntry.legalAuthenticator[x]",1,1,"",""
"xdmDocumentEntry.repositoryUniqueId","xdmDocumentEntry.repositoryUniqueId","","","",1,1,"","","","oid {[]} {[]}
","Cette métadonnée représente l'identifiant unique global de l'entrepôt de documents dans lequel est stocké le document","Cette métadonnée représente l'identifiant unique global de l'entrepôt de documents dans lequel est stocké le document","","","","","","","","","",,,,,"",,,,"xdmDocumentEntry.repositoryUniqueId",1,1,"",""
"xdmDocumentEntry.serviceStartTime","xdmDocumentEntry.serviceStartTime","","","",1,1,"","","","dateTime {[]} {[]}
","Cette métadonnée représente la date de début de l'acte de référence.","Cette métadonnée représente la date de début de l'acte de référence.","","","","","","","","","",,,,,"",,,,"xdmDocumentEntry.serviceStartTime",1,1,"",""
"xdmDocumentEntry.serviceStopTime","xdmDocumentEntry.serviceStopTime","","","",0,1,"","","","dateTime {[]} {[]}
","Cette métadonnée correspond à la date de fin de l'acte de référence, si connue.","Cette métadonnée correspond à la date de fin de l'acte de référence, si connue.","","","","","","","","","",,,,,"",,,,"xdmDocumentEntry.serviceStopTime",0,1,"",""
"xdmDocumentEntry.sourcePatientID","xdmDocumentEntry.sourcePatientID","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/fhir/pdlgc/StructureDefinition/xdmSourcePatientId {[]} {[]}
","Cette métadonnée contient l'identifiant secondaire du patient dans le système d'information du producteur (IPP) ou l'INS, s'il n'y a pas d'identifiant secondaire.","Cette métadonnée contient l'identifiant secondaire du patient dans le système d'information du producteur (IPP) ou l'INS, s'il n'y a pas d'identifiant secondaire.","","","","","","","","","",,,,,"",,,,"xdmDocumentEntry.sourcePatientID",1,1,"",""
"xdmDocumentEntry.sourcePatientInfo","xdmDocumentEntry.sourcePatientInfo","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/fhir/pdlgc/StructureDefinition/xdmSourcePatientInfo {[]} {[]}
","Cette métadonnée contient les traits d'identité du patient concerné par le document, connus par le producteur du document.","Cette métadonnée contient les traits d'identité du patient concerné par le document, connus par le producteur du document.","","","","","","","","","",,,,,"",,,,"xdmDocumentEntry.sourcePatientInfo",1,1,"",""
"xdmDocumentEntry.uri","xdmDocumentEntry.uri","","","",1,1,"","","","uri {[]} {[]}
","Cette métadonnée n'est exploitée que par la transaction XDM 'Distribute document set on media ITI-32'","Cette métadonnée n'est exploitée que par la transaction XDM 'Distribute document set on media ITI-32'","","","","","","","","","",,,,,"",,,,"xdmDocumentEntry.uri",1,1,"",""
"xdmDocumentEntry.documentAvailability","xdmDocumentEntry.documentAvailability","","","",0,1,"","","","string {[]} {[]}
","Cette métadonnée représente l’accessibilité du document en indiquant si celui-ci est accessible en ligne ou non","Cette métadonnée représente l’accessibilité du document en indiquant si celui-ci est accessible en ligne ou non","","","","","","","","","",,,,,"",,,,"xdmDocumentEntry.documentAvailability",0,1,"",""
"xdmDocumentEntry.title","xdmDocumentEntry.title","","","",1,1,"","","","string {[]} {[]}
","Cette métadonnée représente le titre du document.","Cette métadonnée représente le titre du document.","","","","","","","","","",,,,,"",,,,"xdmDocumentEntry.title",1,1,"",""
"xdmDocumentEntry.comments","xdmDocumentEntry.comments","","","",0,1,"","","","string {[]} {[]}
","Cette métadonnée contient le commentaire associé au document.","Cette métadonnée contient le commentaire associé au document.","","","","","","","","","",,,,,"",,,,"xdmDocumentEntry.comments",0,1,"",""
"xdmDocumentEntry.version","xdmDocumentEntry.version","","","",0,1,"","","","integer {[]} {[]}
","Cette métadonnée représente le numéro de version de la fiche d’un document.  La valeur de la métadonnée version est égale à 1 pour la première version de la fiche.","Cette métadonnée représente le numéro de version de la fiche d’un document.  La valeur de la métadonnée version est égale à 1 pour la première version de la fiche.","","","","","","","","","",,,,,"",,,,"xdmDocumentEntry.version",0,1,"",""
"xdmDocumentEntry.patientID","xdmDocumentEntry.patientID","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/fhir/pdlgc/StructureDefinition/xdmPatientId {[]} {[]}
","Cette métadonnée contient l'identifiant du patient tel que connu par les interlocuteurs prenant part à l'échange. Le matricule INS (NIR ou NIA) du patient doit être utilisé en priorité. À défaut de disponibilité de l'INS, un autre identifiant (ex: IPP du système émetteur) peut être utilisé.","Cette métadonnée contient l'identifiant du patient tel que connu par les interlocuteurs prenant part à l'échange. Le matricule INS (NIR ou NIA) du patient doit être utilisé en priorité. À défaut de disponibilité de l'INS, un autre identifiant (ex: IPP du système émetteur) peut être utilisé.","","","","","","","","","",,,,,"",,,,"xdmDocumentEntry.patientID",1,1,"",""
"xdmDocumentEntry.uniqueId","xdmDocumentEntry.uniqueId","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant unique affecté au document par son créateur.","Identifiant unique affecté au document par son créateur.","","","","","","","","","",,,,,"",,,,"xdmDocumentEntry.uniqueId",1,1,"",""
"xdmDocumentEntry.class","xdmDocumentEntry.class","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/fhir/pdlgc/StructureDefinition/xdmCode {[]} {[]}
","class représente la classe du document (compte rendu, imagerie médicale, traitement, certificat, etc.).","class représente la classe du document (compte rendu, imagerie médicale, traitement, certificat, etc.).","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/JDV_J06-XdsClassCode-CISIS/FHIR/JDV-J06-XdsClassCode-CISIS|20230922120000","",,,,"xdmDocumentEntry.class",1,1,"","","code@code (classCode est déduit de typeCode selon la table de correspondance entre ces deux métadonnées référencée dans les Nomenclatures des Objets de Santé (NOS) : ASS_X04-CorrespondanceType-Classe)"
"xdmDocumentEntry.class.code","xdmDocumentEntry.class.code","","","",1,1,"","","","code {[]} {[]}
","ClassCode de la classe du document.","Les valeurs possibles doivent être un code provenant du jeu de valeurs mis à disposition par le projet (exemple : JDV_J57_ClassCode_DMP). En l'absence de spécifications complémentaires, le JDV_J06_XdsClassCode_CISIS peut être utilisé.","","","","","","","","","",,,,,"",,,,"xdmCode.code",1,1,"",""
"xdmDocumentEntry.class.displayName","xdmDocumentEntry.class.displayName","","","",1,1,"","","","string {[]} {[]}
","Libellé associé au classCode.","Libellé associé au code.","","","","","","","","","",,,,,"",,,,"xdmCode.displayName",1,1,"",""
"xdmDocumentEntry.class.codingScheme","xdmDocumentEntry.class.codingScheme","","","",1,1,"","","","oid {[]} {[]}
","OID du système de codage associé au code classCode.","OID du système de codage.","","","","","","","","","",,,,,"",,,,"xdmCode.codingScheme",1,1,"",""
"xdmDocumentEntry.confidentiality","xdmDocumentEntry.confidentiality","","","",1,4,"","","","https://interop.esante.gouv.fr/ig/fhir/pdlgc/StructureDefinition/xdmCode {[]} {[]}
","Métadonnée contenant les informations définissant le niveau de confidentialité d'un document déposé dans l'entrepôt. Dans le cadre de la mise en œuvre du masquage et de la non-visibilité, ces métadonnées sont utilisées pour rendre inaccessible un document à l'utilisateur.","Métadonnée contenant les informations définissant le niveau de confidentialité d'un document déposé dans l'entrepôt. Dans le cadre de la mise en œuvre du masquage et de la non-visibilité, ces métadonnées sont utilisées pour rendre inaccessible un document à l'utilisateur.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/JDV_J58-ConfidentialityCode-DMP/FHIR/JDV-J58-ConfidentialityCode-DMP|20200424120000","",,,,"xdmDocumentEntry.confidentiality",1,4,"",""
"xdmDocumentEntry.eventCodeList","xdmDocumentEntry.eventCodeList","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/fhir/pdlgc/StructureDefinition/xdmCode {[]} {[]}
","Cette métadonnée contient les codes, libellés et codes système représentant :  -un évènement documenté (acte, traitement, diagnostic, etc…), -une modalité d'acquisition (contexte imagerie), -une région anatomique (contexte imagerie).","Cette métadonnée contient les codes, libellés et codes système représentant :  -un évènement documenté (acte, traitement, diagnostic, etc…), -une modalité d'acquisition (contexte imagerie), -une région anatomique (contexte imagerie).","","","","","","","","","",,,,,"",,,,"xdmDocumentEntry.eventCodeList",0,*,"",""
"xdmDocumentEntry.format","xdmDocumentEntry.format","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/fhir/pdlgc/StructureDefinition/xdmCode {[]} {[]}
","Métadonnée contenant les informations définissant le format du document. Il précise les spécifications techniques auxquelles il est conforme","Métadonnée contenant les informations définissant le format du document. Il précise les spécifications techniques auxquelles il est conforme","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/JDV_J10-XdsFormatCode-CISIS/FHIR/JDV-J10-XdsFormatCode-CISIS|20260629120000","",,,,"xdmDocumentEntry.format",1,1,"",""
"xdmDocumentEntry.format.code","xdmDocumentEntry.format.code","","","",1,1,"","","","code {[]} {[]}
","code identifiant le format du document et les spécifications auxquelles il est conforme. Fixé à urn:asipSante:modelesHorsProfils:2011 (Document non référencé IHE ou CI-SIS) pour les documents au format propriétaire.","Code de la valeur.","","","","","","","","","",,,,,"",,,,"xdmCode.code",1,1,"",""
"xdmDocumentEntry.format.displayName","xdmDocumentEntry.format.displayName","","","",1,1,"","","","string {[]} {[]}
","Libellé associé au code.","Libellé associé au code.","","","","","","","","","",,,,,"",,,,"xdmCode.displayName",1,1,"",""
"xdmDocumentEntry.format.codingScheme","xdmDocumentEntry.format.codingScheme","","","",1,1,"","","","oid {[]} {[]}
","OID du système de codage.","OID du système de codage.","","","","","","","","","",,,,,"",,,,"xdmCode.codingScheme",1,1,"",""
"xdmDocumentEntry.healthcareFacilityTypeCode","xdmDocumentEntry.healthcareFacilityTypeCode","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/fhir/pdlgc/StructureDefinition/xdmCode {[]} {[]}
","Secteur d'activité lié à la prise en charge de la personne, en lien avec le document produit.","Healthcare Facility Type Code**","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/JDV_J02-XdsHealthcareFacilityTypeCode-CISIS/FHIR/JDV-J02-XdsHealthcareFacilityTypeCode-CISIS|20260223120000","",,,,"xdmDocumentEntry.healthcareFacilityTypeCode",1,1,"",""
"xdmDocumentEntry.practiceSetting","xdmDocumentEntry.practiceSetting","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/fhir/pdlgc/StructureDefinition/xdmCode {[]} {[]}
","Contexte de l’acte qui a engendré la création du document.","Contexte de l’acte qui a engendré la création du document.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/JDV_J04-XdsPracticeSettingCode-CISIS/FHIR/JDV-J04-XdsPracticeSettingCode-CISIS|20240927120000","",,,,"xdmDocumentEntry.practiceSetting",1,1,"",""
"xdmDocumentEntry.type","xdmDocumentEntry.type","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/fhir/pdlgc/StructureDefinition/xdmCode {[]} {[]}
","Métadonnée représentant le type du document.","**Type Code**","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/JDV_J07-XdsTypeCode-CISIS/FHIR/JDV-J07-XdsTypeCode-CISIS|20260629120000","",,,,"xdmDocumentEntry.type",1,1,"",""
"xdmDocumentEntry.referenceIdList","xdmDocumentEntry.referenceIdList","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/fhir/pdlgc/StructureDefinition/xdmreferenceId {[]} {[]}
","Cette métadonnée contient une liste d'un ou plusieurs identifiant(s) d'objet(s) associé(s) au document. Liste d'éléments de type CX du standard HL7 v2.5.","Cette métadonnée contient une liste d'un ou plusieurs identifiant(s) d'objet(s) associé(s) au document. Liste d'éléments de type CX du standard HL7 v2.5.","","","","","","","","","",,,,,"",,,,"xdmDocumentEntry.referenceIdList",0,*,"",""
